village,taluk,district,census_code,lat,lng,name_ta,place_type
Mittakandriga,,Tiruvallur,,13.28608,79.65066,,village
Mullaioval,,Tiruvallur,,13.24568,80.23556,,hamlet
Munireddikandriga,,Tiruvallur,,13.33928,79.45313,,hamlet
Munusaminayudukandigai,,Tiruvallur,,13.28567,79.44937,,village
Murugoor,,Tiruvallur,,13.17384,79.59536,,village
Nallattur,,Tiruvallur,,13.27526,79.65163,,village
Nappalayam,,Tiruvallur,,13.22003,80.27238,,hamlet
Narasimhulu Nayudu Kandriga,,Tiruvallur,,13.27310,79.67144,,village
Narasingapuram,,Tiruvallur,,13.02787,79.80021,நரசிங்கபுரம்,village
Natham,,Tiruvallur,,13.16980,79.56655,,village
Nediyam,,Tiruvallur,,13.32939,79.49503,,village
Neduncheri,,Tiruvallur,,13.04396,80.05233,,hamlet
Neduvarambakkam,,Tiruvallur,,13.28697,80.16108,,village
Nehrunagaram,,Tiruvallur,,13.22538,79.70084,,village
Nellimarattukandriga,,Tiruvallur,,13.42125,79.94393,,village
Nemam,,Tiruvallur,,13.07716,80.02757,,village
Nerkundram,,Tiruvallur,,13.26714,80.18538,,village
New Erumaivettipalayam,,Tiruvallur,,13.24138,80.12056,,village
Nochili,,Tiruvallur,,13.23033,79.47360,,village
Old Erumaivettipalayam,,Tiruvallur,,13.22812,80.12841,,village
Orakadu,,Tiruvallur,,13.24111,80.18545,,hamlet
Padutalam,,Tiruvallur,,13.31453,79.43799,,village
Pagalamedu,,Tiruvallur,,13.23724,80.02232,பகலமேடு,village
Pakkam,,Tiruvallur,,13.15346,80.02605,,village
Pallipattu,,Tiruvallur,,13.33708,79.44082,,town
Pallipuram,,Tiruvallur,,13.24574,80.26164,,hamlet
Panchetti,,Tiruvallur,,13.28801,80.15194,,village
Pandur,,Tiruvallur,,13.15619,79.85232,பாண்டூர்,village
Pannur,,Tiruvallur,,12.95689,79.85523,,village
Pappanchathiram,,Tiruvallur,,13.02988,80.03780,,village
Pathur,,Tiruvallur,,13.27831,80.21981,,hamlet
Pazhaverkadu,,Tiruvallur,,13.41766,80.31667,பழவேற்காடு,town
Peddanagapudi,,Tiruvallur,,13.12290,79.36659,,village
Perambakkam,,Tiruvallur,,13.03772,79.81332,,village
Perathur,,Tiruvallur,,13.19748,79.97335,பேரத்தூர்,village
Periya Mangodu,,Tiruvallur,,13.48722,80.20513,,village
Periya mullaivoyal,,Tiruvallur,,13.24216,80.23975,,hamlet
Periyapalayam,,Tiruvallur,,13.30941,80.04741,பெரியபாளையம்,village
Perumbedu,,Tiruvallur,,13.35763,80.24242,,village
Perungavoor,,Tiruvallur,,13.21639,80.22023,,hamlet
Peruvoyal,,Tiruvallur,,13.34316,80.14299,,village
Podaturpet,,Tiruvallur,,13.28308,79.48369,பொதட்டூர்பேட்டை,town
Polivakkam,,Tiruvallur,,13.06764,79.91244,போளிவாக்கம்,village
Ponnamakalupattadai,,Tiruvallur,,13.31843,79.40281,,village
Ponneri,,Tiruvallur,,13.33616,80.19483,பொன்னேரி,town
Poochiathipadu,,Tiruvallur,,13.21403,80.08826,,village
Poonamallee,,Tiruvallur,,13.04174,80.10069,பூந்தமல்லி,town
Poondi,,Tiruvallur,,13.20858,79.87729,,village
Puduchatram,,Tiruvallur,,13.08874,80.00890,,village
Pudukuppam,,Tiruvallur,,13.27538,80.19892,,hamlet
Pudumavilangai,,Tiruvallur,,13.07262,79.84976,புதுமாவிலங்கை,village
Pudupakkam,,Tiruvallur,,13.24236,80.21645,,hamlet
Puduppattu,,Tiruvallur,,13.34108,79.45101,,hamlet
Pudur,,Tiruvallur,,13.10161,79.32968,,village
Pudur Arundhadi Colony,,Tiruvallur,,13.10586,79.32679,,hamlet
Puduvoyal,,Tiruvallur,,13.33548,80.14449,புதுவாயல்,village
Raghunathapuram,,Tiruvallur,,13.20490,79.72073,,village
Rajamanjeri,,Tiruvallur,,13.20095,79.79331,,village
Ramakrishna Rajapet,,Tiruvallur,,13.16540,79.43773,,village
Ramalingapuram,,Tiruvallur,,13.31737,79.86366,,village
Ramaraju Kandigai,,Tiruvallur,,13.21845,79.98765,,village
Rangaiahpalli,,Tiruvallur,,13.33553,79.46692,,village
Red Hills,,Tiruvallur,,13.19227,80.18385,செங்குன்றம்,town
SB . Khandigai,,Tiruvallur,,13.17228,79.46316,,village
Samathuvapuram,,Tiruvallur,,13.16967,79.46876,,village
Saminayudukandigai,,Tiruvallur,,13.28396,79.44596,,village
Sanakuppam,,Tiruvallur,,13.31469,79.39616,,village
Sangitakuppam,,Tiruvallur,,13.31219,79.40341,,village
Santhanavenugopalapuram,,Tiruvallur,,13.17281,79.48055,,village
Seemapuram,,Tiruvallur,,13.26071,80.25151,,hamlet
Sendrayanpalayam,,Tiruvallur,,13.21569,79.82608,,village
Senji,,Tiruvallur,,13.06423,79.81817,செஞ்சி,village
Singhasamuduram,,Tiruvallur,,13.19081,79.45211,,village
Singilimedu,,Tiruvallur,,13.20650,80.21197,,hamlet
Sirungavoor,,Tiruvallur,,13.20939,80.21626,,hamlet
Sitharkadu,,Tiruvallur,,13.09074,80.05013,,village
Sozhipalayam,,Tiruvallur,,13.23484,80.17331,,hamlet
Sunnambukulam,,Tiruvallur,,13.48706,80.14687,சுண்ணாம்புகுளம்,village
Surarajupattadai,,Tiruvallur,,13.33665,79.45716,,village
Tamaraikkulam,,Tiruvallur,,13.09549,79.31884,,village
Tararitangalkandigai,,Tiruvallur,,13.17525,79.53889,,village
Thamaraipakkam,,Tiruvallur,,13.22083,80.02947,தாமரைப்பாக்கம்,village
Thandavarayanpalayam,,Tiruvallur,,13.27171,80.22846,,hamlet
Thervoy Kandigai,,Tiruvallur,,13.37390,79.99646,தேர்வாய் கண்டிகை,town
Theyampakkam,,Tiruvallur,,13.19506,80.23226,,hamlet
Thirumazhisai,,Tiruvallur,,13.05401,80.06076,திருமழிசை,town
Thirunillai,,Tiruvallur,,13.23363,80.23605,,hamlet
Thiruninravur,,Tiruvallur,,13.11889,80.03319,திருநின்றவூர்,town
Thirupakkam,,Tiruvallur,,13.20975,79.83510,,village
Thirupalaivanam,,Tiruvallur,,13.40263,80.25038,திருப்பாலைவனம்,village
Thiruvalangadu,,Tiruvallur,,13.12929,79.77679,,village
Thiruverkadu,,Tiruvallur,,13.07046,80.12392,திருவேற்காடு,town
Thodukadu,,Tiruvallur,,13.00349,79.93858,,village
Tirumalrajupettai,,Tiruvallur,,13.31613,79.42783,,village
Tirunatharajapuram,,Tiruvallur,,13.12485,79.33927,,hamlet
Tirur,,Tiruvallur,,13.11223,79.96332,திரூர்,village
Tiruttani,,Tiruvallur,,13.17697,79.61276,திருத்தணி,town
Tiruvallur,,Tiruvallur,,13.13942,79.90708,திருவள்ளூர்,town
Tiruvottiyur,,Tiruvallur,,13.15657,80.30065,திருவொற்றியூர்,town
Ulundai,,Tiruvallur,,13.01132,79.89814,,village
Upparipalayam,,Tiruvallur,,13.20372,80.13744,,village
Uthukottai,,Tiruvallur,,13.33423,79.89104,ஊத்துக்கோட்டை,town
VPN Khandriga,,Tiruvallur,,13.22902,79.48985,,village
Vadakuppam,,Tiruvallur,,13.27691,79.44587,,village
Valasaivettikadu,,Tiruvallur,,13.04340,79.93926,,village
Valasaravakkam,,Tiruvallur,,13.04132,80.17243,வளசரவாக்கம்,town
Vanganoor,,Tiruvallur,,13.18268,79.45497,,village
Vannipakkam,,Tiruvallur,,13.28312,80.21698,,village
Vazhathugaimedu,,Tiruvallur,,13.26418,80.22827,,hamlet
Vediyangadu,,Tiruvallur,,13.11096,79.31872,,village
Veera Kaveri Raja Puram,,Tiruvallur,,13.19636,79.49328,,village
Vellaiveyil Chavadi,,Tiruvallur,,13.23019,80.27344,,hamlet
Vellankulam,,Tiruvallur,,13.20612,80.25731,,hamlet
Vellathur,,Tiruvallur,,13.14644,79.43905,,village
Vellavedu,,Tiruvallur,,13.06685,80.03645,வெள்ளவேடு,village
Vellivoyal,,Tiruvallur,,13.22621,80.25689,,hamlet
Vengal,,Tiruvallur,,13.25244,80.01322,,village
Vengampettai,,Tiruvallur,,13.33761,79.49478,,village
Venkataperumalrajupuram,,Tiruvallur,,13.13003,79.36989,,village
Venkatapuram,,Tiruvallur,,13.26625,79.42777,,village
Venkatarajakuppam,,Tiruvallur,,13.31464,79.41914,,village
Venugopala Krishnapuram,,Tiruvallur,,13.20243,79.75856,,village
Venugopalapuram,,Tiruvallur,,13.12119,79.28623,,village
Vettikaranur,,Tiruvallur,,13.09733,79.30494,,hamlet
Vichoor,,Tiruvallur,,13.21947,80.24779,,village
Vilangadupakkam,,Tiruvallur,,13.19794,80.21910,,hamlet
Vilapakkam,,Tiruvallur,,13.22171,79.97506,விளப்பாக்கம்,village
velankandigai,,Tiruvallur,,13.16650,79.46016,,village
